LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
212,E1549,NetworkManager  pid: 585,Loaded device plugin: NMEthernetFactory (internal),info,1466518840.0801,,Loaded device plugin: NMVlanFactory (<*>)
213,E1556,NetworkManager  pid: 585,device (enp0s3): state change: ip-config -> ip-check (reason 'none') [70 80 0],info,1466518840.2368,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
214,E1304,kernel,AppArmor: AppArmor Filesystem Enabled,,    0.206805,,AppArmor: AppArmor Filesystem Enabled
215,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
216,E1549,NetworkManager  pid: 572,Loaded device plugin: NMBluezManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-bluetooth.so),info,1466518545.7292,,Loaded device plugin: NMVlanFactory (<*>)
217,E1582,NetworkManager  pid: 567,manager: NetworkManager state is now CONNECTED_LOCAL,info,1467290566.8334,,manager: NetworkManager state is now CONNECTED_LOCAL
218,E1088,kernel,CPUID[0d  0f]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
219,E1235,kernel,ACPI: Added _OSI(Processor Device),,    0.184549,,ACPI: Added _OSI(Processor Device)
220,E1549,NetworkManager  pid: 585,Loaded device plugin: NMBondFactory (internal),info,1466518840.0801,,Loaded device plugin: NMVlanFactory (<*>)
221,E1857,systemd-logind  pid: 617,Watching system buttons on /dev/input/event1 (Sleep Button),,,,Watching system buttons on /dev/input/event<*> (<*> <*>)
222,E1632,rtkit-daemon  pid: 1113,Successfully dropped privileges.,,,,Successfully dropped privileges.
223,E1088,kernel,CPUID[0d  0b]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
224,E1129,kernel,Intel GenuineIntel,,    0.000000,,Intel GenuineIntel
225,E1482,kernel,floppy0: no floppy controllers found,,    3.893745,,floppy0: no floppy controllers found
226,E1629,rtkit-daemon  pid: 1088,Successfully made thread 2931 of process 2918 (n/a) owned by '108' RT at priority 5.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> RT at priority <*>.
227,E1661,systemd  pid: 1,Listening on D-Bus System Message Bus Socket.,,,,Listening on D-Bus System Message Bus Socket.
228,E1844,lightdm,PAM adding faulty module: pam_kwallet5.so,,,,PAM adding faulty module: <*>
229,E1078,kernel,Calgary: detecting Calgary via BIOS EBDA area,,    0.000000,,Calgary: detecting Calgary via BIOS EBDA area
230,E1074,kernel,Booting paravirtualized kernel on KVM,,    0.000000,,Booting paravirtualized kernel on KVM
231,E1034,dbus  pid: 557,Activating via systemd: service name='org.freedesktop.hostname1' unit='dbus-org.freedesktop.hostname1.service',,,system,Activating via systemd: service name=<*> unit=<*>
232,E1342,kernel,io scheduler noop registered,,    0.616575,,io scheduler noop registered
233,E1125,kernel,Initializing cgroup subsys cpuset,,    0.000000,,Initializing cgroup subsys <*>
234,E1204,kernel,ftrace: allocating 31907 entries in 125 pages,,    0.051518,,ftrace: allocating <*> entries in <*> pages
235,E1616,pulseaudio  pid: 1253,pid.c: Daemon already running.,,,pulseaudio,pid.c: Daemon already running.
236,E1237,kernel,ACPI: Added _OSI(Processor Aggregator Device),,    0.184550,,ACPI: Added _OSI(Processor Aggregator Device)
237,E1088,kernel,CPUID[0d  09]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
238,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
239,E1645,systemd  pid: 1045,Stopped target Default.,,,,Stopped target <*>
240,E1058,kernel,ACPI: Early table checksum verification disabled,,    0.000000,,ACPI: Early table checksum verification disabled
241,E1299,kernel,NetLabel: Initializing,,    0.205876,,NetLabel: Initializing
242,E1489,kernel,"audit: type=1400 audit(1467290565.756:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=371 comm=""apparmor_parser""",,    5.950988,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
243,E1129,kernel,Intel GenuineIntel,,    0.000000,,Intel GenuineIntel
244,E1630,rtkit-daemon  pid: 1113,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
245,E1125,kernel,Initializing cgroup subsys devices,,    0.026800,,Initializing cgroup subsys <*>
246,E1556,NetworkManager  pid: 582,device (enp0s3): state change: config -> ip-config (reason 'none') [50 70 0],info,1467205191.4081,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
247,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.025710,,Initializing cgroup subsys <*>
248,E1627,rtkit-daemon  pid: 1019,Successfully limited resources.,,,,Successfully limited resources.
249,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.672574,,PM: Hibernation image not present or could not be loaded.
250,E1836,/usr/sbin/irqbalance,Balancing is ineffective on systems with a single cpu.  Shutting down,,,,Balancing is ineffective on systems with a single cpu.  Shutting down
251,E1075,kernel,BRK [0x021ff000  0x021fffff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
252,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.182140,,pinctrl core: initialized pinctrl subsystem
253,E1549,NetworkManager  pid: 567,Loaded device plugin: NMEthernetFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
254,E1209,kernel,APIC calibration not consistent with PM-Timer: 96ms instead of 100ms,,    0.180227,,APIC calibration not consistent with PM-Timer: <*>ms instead of <*>ms
255,E1839,sshd  pid: 684,Received SIGHUP; restarting.,,,,Received SIGHUP; restarting.
256,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
257,E1081,kernel,Centaur CentaurHauls,,    0.000000,,Centaur CentaurHauls
258,E1645,systemd  pid: 1045,Stopped target Sockets.,,,,Stopped target <*>
259,E1509,kernel,AVX version of gcm_enc/dec engaged.,,    6.155511,,AVX version of gcm_enc/dec engaged.
260,E1035,dbus  pid: 558,Successfully activated service 'org.freedesktop.nm_dispatcher',,,system,Successfully activated service <*>
261,E1549,NetworkManager  pid: 572,Loaded device plugin: NMBluezManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-bluetooth.so),info,1466518545.7292,,Loaded device plugin: NMVlanFactory (<*>)
262,E1125,kernel,Initializing cgroup subsys memory,,    0.025700,,Initializing cgroup subsys <*>
263,E1549,NetworkManager  pid: 582,Loaded device plugin: NMMacvlanFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
264,E1088,kernel,CPUID[0d  08]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
265,E1304,kernel,AppArmor: AppArmor Filesystem Enabled,,    0.206805,,AppArmor: AppArmor Filesystem Enabled
266,E1332,kernel,Initialise system trusted keyring,,    0.614893,,Initialise system trusted keyring
267,E1125,kernel,Initializing cgroup subsys freezer,,    0.027312,,Initializing cgroup subsys <*>
268,E1543,NetworkManager  pid: 582,SettingsPlugin-Ofono: (11027824) ... get_connections.,info,1467205191.1461,,SettingsPlugin-Ofono: <*> ... get_connections.
269,E1088,kernel,CPUID[0d  08]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
270,E1628,rtkit-daemon  pid: 1019,Successfully made thread 1253 of process 1253 (n/a) owned by '1000' high priority at nice level -11.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> high priority at nice level <*>.
271,E1847,lightdm,pam_unix(lightdm-greeter:session): session closed for user lightdm,,,,pam_unix(<*>): session closed for user <*>
272,E1489,kernel,"audit: type=1400 audit(1466518839.344:9): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/sbin/cups-browsed"" pid=368 comm=""apparmor_parser""",,    4.538070,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
273,E1590,NetworkManager  pid: 572,WWAN hardware radio set enabled,info,1466518555.9793,,<*> hardware radio set enabled
274,E1549,NetworkManager  pid: 585,Loaded device plugin: NMVethFactory (internal),info,1466518840.0800,,Loaded device plugin: NMVlanFactory (<*>)
275,E1213,kernel,KVM setup paravirtual spinlock,,    0.181885,,KVM setup paravirtual spinlock
276,E1242,kernel,ACPI: Using IOAPIC for interrupt routing,,    0.185344,,ACPI: Using IOAPIC for interrupt routing
277,E1630,rtkit-daemon  pid: 1113,Supervising 6 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
278,E1836,/usr/sbin/irqbalance,Balancing is ineffective on systems with a single cpu.  Shutting down,,,,Balancing is ineffective on systems with a single cpu.  Shutting down
279,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S3_] (20150930/hwxface-580),,    0.186229,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
280,E1125,kernel,Initializing cgroup subsys net_cls,,    0.026803,,Initializing cgroup subsys <*>
281,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
282,E1305,kernel,pnp: PnP ACPI init,,    0.206847,,pnp: PnP ACPI init
283,E1088,kernel,CPUID[0d  05]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
284,E1532,NetworkManager  pid: 582,device added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3): no ifupdown configuration found.,info,1467205191.0667,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
285,E1203,kernel,Freeing SMP alternatives memory: 28K (ffffffff820b4000 - ffffffff820bb000),,    0.046189,,Freeing SMP alternatives memory: 28K (<*> - <*>)
286,E1064,kernel,ACPI: Local APIC address 0xfee00000,,    0.000000,,ACPI: Local APIC address <*>
287,E1541,NetworkManager  pid: 567,SettingsPlugin-Ofono: init!,info,1467290566.4247,,SettingsPlugin-Ofono: init!
288,E1556,NetworkManager  pid: 582,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1467205191.4045,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
289,E1846,lightdm,PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
290,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S3_] (20150930/hwxface-580),,    0.187199,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
291,E1088,kernel,CPUID[0d  03]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
292,E1556,NetworkManager  pid: 585,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1466518840.1895,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
293,E1135,kernel,kvm-clock: using sched offset of 3628519956 cycles,,    0.000000,,kvm-clock: using sched offset of <*> cycles
294,E1034,dbus  pid: 563,Activating via systemd: service name='org.freedesktop.PolicyKit1' unit='polkitd.service',,,system,Activating via systemd: service name=<*> unit=<*>
295,E1592,NetworkManager  pid: 585,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed,,,,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed
296,E1296,kernel,e820: reserve RAM buffer [mem 0x0009fc00-0x0009ffff],,    0.203537,,e820: reserve RAM buffer [mem <*>]
297,E1543,NetworkManager  pid: 572,SettingsPlugin-Ofono: (31076800) ... get_connections.,info,1466518545.6489,,SettingsPlugin-Ofono: <*> ... get_connections.
298,E1509,kernel,AVX version of gcm_enc/dec engaged.,,    4.752126,,AVX version of gcm_enc/dec engaged.
299,E1076,kernel,Build-time adjustment of leaf fanout to 64.,,    0.000000,,Build-time adjustment of leaf fanout to <*>.
300,E1532,NetworkManager  pid: 572,device added (path: /sys/devices/virtual/net/lo  iface: lo): no ifupdown configuration found.,info,1466518545.5948,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
301,E1556,NetworkManager  pid: 582,device (enp0s3): state change: ip-config -> ip-check (reason 'none') [70 80 0],info,1467205191.4654,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
302,E1088,kernel,CPUID[0d  0a]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
303,E1485,kernel,lp: driver loaded but no devices found,,    4.182239,,lp: driver loaded but no devices found
304,E1645,systemd  pid: 909,Stopped target Paths.,,,,Stopped target <*>
305,E1088,kernel,CPUID[0d  0c]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
306,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
307,E1844,lightdm,PAM adding faulty module: pam_kwallet.so,,,,PAM adding faulty module: <*>
308,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.614955,,Allocating IMA MOK and blacklist keyrings.
309,E1148,kernel,Normal   empty,,    0.000000,,Normal   empty
310,E1525,NetworkManager  pid: 572,Read config: /etc/NetworkManager/NetworkManager.conf,info,1466518545.4599,,Read config: /etc/NetworkManager/NetworkManager.conf
311,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
312,E1064,kernel,ACPI: Local APIC address 0xfee00000,,    0.000000,,ACPI: Local APIC address <*>
313,E1532,NetworkManager  pid: 572,device added (path: /sys/devices/virtual/net/lo  iface: lo): no ifupdown configuration found.,info,1466518545.5948,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
314,E1556,NetworkManager  pid: 585,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1466518840.1895,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
315,E1088,kernel,CPUID[0d  10]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
316,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.PolicyKit1',,,system,Successfully activated service <*>
317,E1327,kernel,platform rtc_cmos: registered platform RTC device (no PNP device found),,    0.613106,,platform rtc_cmos: registered platform RTC device (no PNP device found)
318,E1088,kernel,CPUID[0d  06]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
319,E1839,sshd  pid: 713,Received SIGHUP; restarting.,,,,Received SIGHUP; restarting.
320,E1612,pulseaudio  pid: 1004,authkey.c: Failed to load authentication key '/var/lib/lightdm/.pulse-cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to load authentication key <*> No such file or directory
321,E1556,NetworkManager  pid: 572,device (enp0s3): state change: prepare -> config (reason 'none') [40 50 0],info,1466518545.7866,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
322,E1556,NetworkManager  pid: 572,device (enp0s3): state change: secondaries -> activated (reason 'none') [90 100 0],info,1466518545.8345,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
323,E1529,NetworkManager  pid: 572,dns-mgr[0x1da38c0]: using resolv.conf manager 'resolvconf',info,1466518545.4708,,dns-mgr[<*>]: using resolv.conf manager 'resolvconf'
324,E1677,systemd  pid: 1,Reloaded OpenBSD Secure Shell server.,,,,Reloaded OpenBSD Secure Shell server.
325,E1489,kernel,"audit: type=1400 audit(1466518839.336:8): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/bin/ubuntu-core-launcher"" pid=367 comm=""apparmor_parser""",,    4.534584,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
326,E1088,kernel,CPUID[0d  06]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
327,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.systemd1',,,system,Successfully activated service <*>
328,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.616381,,Allocating IMA MOK and blacklist keyrings.
329,E1327,kernel,platform rtc_cmos: registered platform RTC device (no PNP device found),,    0.600012,,platform rtc_cmos: registered platform RTC device (no PNP device found)
